そう	ソー	ソウ	そう	副詞	*	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
書か	カカ	カク	書く	動詞	一般	*	*	五段-カ行	未然形-一般	O
なかっ	ナカッ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
開発	カイハツ	カイハツ	開発	名詞	普通名詞	サ変可能	*	*	*	O
許可	キョカ	キョカ	許可	名詞	普通名詞	サ変可能	*	*	*	O
前後	ゼンゴ	ゼンゴ	前後	名詞	普通名詞	副詞可能	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
なっ	ナッ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
突然	トツゼン	トツゼン	突然	副詞	*	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
ゴルフ	ゴルフ	ゴルフ	ゴルフ-golf	名詞	普通名詞	一般	*	*	*	O
場	ジョー	ジョウ	場	接尾辞	名詞的	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
買い取り	カイトリ	カイトリ	買い取り	名詞	普通名詞	一般	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
開発	カイハツ	カイハツ	開発	名詞	普通名詞	サ変可能	*	*	*	O
会社	カイシャ	カイシャ	会社	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
要求	ヨーキュー	ヨウキュウ	要求	名詞	普通名詞	サ変可能	*	*	*	O
。	*	*	。	補助記号	句点	*	*	*	*	O

与野党	ヨヤトー	ヨヤトウ	与野党	名詞	普通名詞	一般	*	*	*	O
対決	タイケツ	タイケツ	対決	名詞	普通名詞	サ変可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
立ち上がり	タチアガリ	タチアガリ	立ち上がり	名詞	普通名詞	一般	*	*	*	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	O
閣僚	カクリョー	カクリョウ	閣僚	名詞	普通名詞	一般	*	*	*	O
更迭	コーテツ	コウテツ	更迭	名詞	普通名詞	サ変可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
失態	シッタイ	シッタイ	失態	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
新進	シンシン	シンシン	新進	名詞	普通名詞	一般	*	*	*	O
党	トー	トウ	党	接尾辞	名詞的	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
とっ	トッ	トル	取る	動詞	一般	*	*	五段-ラ行	連用形-促音便	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
万々歳	バンバンザイ	バンバンザイ	万々歳	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
はず	ハズ	ハズ	筈	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
喜ぶ	ヨロコブ	ヨロコブ	喜ぶ	動詞	一般	*	*	五段-バ行	連体形-一般	O
どころ	ドコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連体形-一般	O
ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM
情けない	ナサケナイ	ナサケナイ	情けない	形容詞	一般	*	*	形容詞	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM
今年	コトシ	コトシ	今年	名詞	普通名詞	副詞可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
「	*	*	「	補助記号	括弧開	*	*	*	*	O
面接	メンセツ	メンセツ	面接	名詞	普通名詞	サ変可能	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
会社	カイシャ	カイシャ	会社	名詞	普通名詞	一般	*	*	*	O
側	ガワ	ガワ	側	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
強気	ツヨキ	ツヨキ	強気	名詞	普通名詞	形状詞可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
態度	タイド	タイド	態度	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
目立っ	メダッ	メダツ	目立つ	動詞	一般	*	*	五段-タ行	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
いう	イウ	イウ	言う	動詞	一般	*	*	五段-ワア行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	B-FAM
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	I-FAM
カラオケ	カラオケ	カラオケ	カラオケ	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
押さ	オサ	オス	押す	動詞	一般	*	*	五段-サ行	未然形-一般	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	O
ほとんど	ホトンド	ホトンド	殆ど	名詞	普通名詞	副詞可能	*	*	*	O
なくなり	ナクナリ	ナクナル	無くなる	動詞	一般	*	*	五段-ラ行	連用形-一般	O
まし	マシ	マス	ます	助動詞	*	*	*	助動詞-マス	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

中央	チューオー	チュウオウ	中央	名詞	普通名詞	一般	*	*	*	O
官僚	カンリョー	カンリョウ	官僚	名詞	普通名詞	一般	*	*	*	O
出身	シュッシン	シュッシン	出身	名詞	普通名詞	一般	*	*	*	O
者	シャ	シャ	者	接尾辞	名詞的	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
知事	チジ	チジ	知事	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
こんな	コンナ	コンナ	こんな	形状詞	一般	*	*	*	*	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O
多く	オーク	オオイ	多い	形容詞	一般	*	*	形容詞	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	B-FAM
いい	イー	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	連体形-一般	I-FAM
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	O
議論	ギロン	ギロン	議論	名詞	普通名詞	サ変可能	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

復旧	フッキュー	フッキュウ	復旧	名詞	普通名詞	サ変可能	*	*	*	O
でき	デキ	デキル	出来る	動詞	非自立可能	*	*	上一段-カ行	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	B-C
よかっ	ヨカッ	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	連用形-促音便	I-C
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
県	ケン	ケン	県	名詞	普通名詞	一般	*	*	*	O
企画	キカク	キカク	企画	名詞	普通名詞	サ変可能	*	*	*	O
部	ブ	ブ	部	名詞	普通名詞	助数詞可能	*	*	*	O
情報	ジョーホー	ジョウホウ	情報	名詞	普通名詞	一般	*	*	*	O
管理	カンリ	カンリ	管理	名詞	普通名詞	サ変可能	*	*	*	O
課	カ	カ	課	名詞	普通名詞	助数詞可能	*	*	*	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
いう	ユー	イウ	言う	動詞	一般	*	*	五段-ワア行	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
現場	ゲンバ	ゲンバ	現場	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
実感	ジッカン	ジッカン	実感	名詞	普通名詞	サ変可能	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
近い	チカイ	チカイ	近い	形容詞	一般	*	*	形容詞	連体形-一般	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

小さな	チーサナ	チイサナ	小さな	連体詞	*	*	*	*	*	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
女房	ニョーボー	ニョウボウ	女房	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
しから	シカラ	シカル	叱る	動詞	一般	*	*	五段-ラ行	未然形-一般	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
だけ	ダケ	ダケ	だけ	助詞	副助詞	*	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
心	ココロ	ココロ	心	名詞	普通名詞	サ変可能	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O
なく	ナク	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連用形-一般	O
謝っ	アヤマッ	アヤマル	謝る	動詞	一般	*	*	五段-ラ行	連用形-促音便	O
たり	タリ	タリ	たり	助詞	副助詞	*	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	B-FAM
いい	イー	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	連体形-一般	I-FAM
ん	ン	ノ	の	助詞	準体助詞	*	*	*	*	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	O
けど	ケド	ケレド	けれど	助詞	接続助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
我が	ワガ	ワガ	我が	連体詞	*	*	*	*	*	O
胸	ムネ	ムネ	胸	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
底	ソコ	ソコ	底	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	O
もの	モノ	モノ	物	名詞	普通名詞	サ変可能	*	*	*	O
だけ	ダケ	ダケ	だけ	助詞	副助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
変え	カエ	カエル	変える	動詞	一般	*	*	下一段-ア行	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
いけ	イケ	イク	行く	動詞	非自立可能	*	*	下一段-カ行	連用形-一般	O
ませ	マセ	マス	ます	助動詞	*	*	*	助動詞-マス	未然形-一般	O
ん	ン	ズ	ず	助動詞	*	*	*	助動詞-ヌ	終止形-撥音便	O
。	*	*	。	補助記号	句点	*	*	*	*	O

◇	*	*	◇	補助記号	一般	*	*	*	*	O
ジャパン	ジャパン	ジャパン	ジャパン-Japan	名詞	固有名詞	地名	国	*	*	O
ドリームズ	ドリームズ	ドリーム	ドリーム-dream	名詞	普通名詞	一般	*	*	*	O
・	*	*	・	補助記号	一般	*	*	*	*	O
王	オー	オウ	王	名詞	普通名詞	一般	*	*	*	O
監督	カントク	カントク	監督	名詞	普通名詞	サ変可能	*	*	*	O
　	*	*	　	空白	*	*	*	*	*	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	O
回	カイ	カイ	回	名詞	普通名詞	助数詞可能	*	*	*	O
何	ナン	ナニ	何	代名詞	*	*	*	*	*	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O
なく	ナク	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連用形-一般	O
終わっ	オワッ	オワル	終わる	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	O
たら	タラ	タ	た	助動詞	*	*	*	助動詞-タ	仮定形-一般	O
寂しかっ	サビシカッ	サビシイ	寂しい	形容詞	一般	*	*	形容詞	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
けど	ケド	ケレド	けれど	助詞	接続助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
最後	サイゴ	サイゴ	最後	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
盛り上がっ	モリアガッ	モリアガル	盛り上がる	動詞	一般	*	*	五段-ラ行	連用形-促音便	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	B-C
よかっ	ヨカッ	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	連用形-促音便	I-C
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

一時	イチジ	イチジ	一時	名詞	普通名詞	副詞可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
「	*	*	「	補助記号	括弧開	*	*	*	*	O
新聞	シンブン	シンブン	新聞	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
書く	カク	カク	書く	動詞	一般	*	*	五段-カ行	連体形-一般	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
多く	オーク	オオイ	多い	形容詞	一般	*	*	形容詞	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	B-C
いい	イー	ヨイ	良い	形容詞	非自立可能	*	*	形容詞	終止形-一般	I-C
でしょう	デショー	デス	です	助動詞	*	*	*	助動詞-デス	意志推量形	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
余裕	ヨユー	ヨユウ	余裕	名詞	普通名詞	一般	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
見せ	ミセ	ミセル	見せる	動詞	非自立可能	*	*	下一段-サ行	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
旅田	タビタ	タビタ	タビタ	名詞	固有名詞	人名	姓	*	*	O
氏	シ	シ	氏	接尾辞	名詞的	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
先月	センゲツ	センゲツ	先月	名詞	普通名詞	副詞可能	*	*	*	O
三十	サンジュー	サンジュウ	三十	名詞	数詞	*	*	*	*	O
日	ニチ	ニチ	日	名詞	普通名詞	助数詞可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
紀南	キナン	キナン	キナン	名詞	固有名詞	地名	一般	*	*	O
へ	エ	ヘ	へ	助詞	格助詞	*	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
遊説	ユーゼー	ユウゼイ	遊説	名詞	普通名詞	サ変可能	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
午前	ゴゼン	ゴゼン	午前	名詞	普通名詞	副詞可能	*	*	*	O
中	チュー	チュウ	中	接尾辞	名詞的	副詞可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
パス	パス	パス	パス-pass	名詞	普通名詞	サ変可能	*	*	*	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	終止形-一般	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	O
ショック	ショック	ショック	ショック-shock	名詞	普通名詞	形状詞可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
隠せ	カクセ	カクス	隠す	動詞	一般	*	*	下一段-サ行	未然形-一般	O
なかっ	ナカッ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

規制	キセー	キセイ	規制	名詞	普通名詞	サ変可能	*	*	*	O
緩和	カンワ	カンワ	緩和	名詞	普通名詞	サ変可能	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
失業	シツギョー	シツギョウ	失業	名詞	普通名詞	サ変可能	*	*	*	O
者	シャ	シャ	者	接尾辞	名詞的	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	O
時期	ジキ	ジキ	時期	名詞	普通名詞	副詞可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
出る	デル	デル	出る	動詞	一般	*	*	下一段-ダ行	終止形-一般	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-FAM
せよ	セヨ	スル	為る	動詞	非自立可能	*	*	サ行変格	命令形	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
中期	チューキ	チュウキ	中期	名詞	普通名詞	副詞可能	*	*	*	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
新しい	アタラシー	アタラシイ	新しい	形容詞	一般	*	*	形容詞	連体形-一般	O
産業	サンギョー	サンギョウ	産業	名詞	普通名詞	一般	*	*	*	O
分野	ブンヤ	ブンヤ	分野	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
生まれ	ウマレ	ウマレル	生まれる	動詞	一般	*	*	下一段-ラ行	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
そこ	ソコ	ソコ	其処	代名詞	*	*	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
人	ヒト	ヒト	人	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
吸収	キューシュー	キュウシュウ	吸収	名詞	普通名詞	サ変可能	*	*	*	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
いく	イク	イク	行く	動詞	非自立可能	*	*	五段-カ行	連体形-一般	O
可能	カノー	カノウ	可能	形状詞	一般	*	*	*	*	O
性	セー	セイ	性	接尾辞	名詞的	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

震災	シンサイ	シンサイ	震災	名詞	普通名詞	一般	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
なお	ナオ	ナオ	猶	副詞	*	*	*	*	*	O
君	キミ	キミ	君-代名詞	代名詞	*	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
つかの間	ツカノマ	ツカノマ	束の間	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-FAM
せよ	セヨ	スル	為る	動詞	非自立可能	*	*	サ行変格	命令形	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
母	ハハ	ハハ	母	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
元	モト	モト	元	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
戻っ	モドッ	モドル	戻る	動詞	一般	*	*	五段-ラ行	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

表決	ヒョーケツ	ヒョウケツ	表決	名詞	普通名詞	サ変可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
道	ミチ	ミチ	道	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
条約	ジョーヤク	ジョウヤク	条約	名詞	普通名詞	一般	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
定め	サダメ	サダメル	定める	動詞	一般	*	*	下一段-マ行	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
ＮＰＴ	エヌピーティー	エヌピーティー	ＮＰＴ	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
延長	エンチョー	エンチョウ	延長	名詞	普通名詞	サ変可能	*	*	*	O
方法	ホーホー	ホウホウ	方法	名詞	普通名詞	一般	*	*	*	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
１	イチ	イチ	一	名詞	数詞	*	*	*	*	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O
無	ム	ム	無	接頭辞	*	*	*	*	*	O
期限	キゲン	キゲン	期限	名詞	普通名詞	一般	*	*	*	O
延長	エンチョー	エンチョウ	延長	名詞	普通名詞	サ変可能	*	*	*	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
２	ニ	ニ	二	名詞	数詞	*	*	*	*	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	O
回	カイ	カイ	回	名詞	普通名詞	助数詞可能	*	*	*	O
限り	カギリ	カギリ	限り	名詞	普通名詞	副詞可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
期限	キゲン	キゲン	期限	名詞	普通名詞	一般	*	*	*	O
つき	ツキ	ツキ	付き	接尾辞	名詞的	一般	*	*	*	O
延長	エンチョー	エンチョウ	延長	名詞	普通名詞	サ変可能	*	*	*	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
